Repo name,Commit sha,File path,Added lines,Deleted lines,Commit message,Initial code for what and how,Labels for what and how,Initial code for why,Labels for why,If independent
apache_geode,912a1b211633b63cdaa49b6811a90ac1591c959c,/geode-core/src/test/java/org/apache/geode/internal/logging/DistributedSystemLogFileJUnitTest.java,,"    // final int port = AvailablePort.getRandomAvailablePort(AvailablePort.JGROUPS);
","\GEODE-4902: Refactor LogMarker class and usage (#1678)
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
WayofTime_BloodMagic,dea1f870786274b831c02b33153bf3a0c0ac1beb,/1.7.10/main/java/WayofTime/alchemicalWizardry/common/renderer/projectile/RenderMeteor.java,,"        //GL11.glRotatef(entity.getRotationYawHead(), 0.0F, 1.0F, 0.0F);
","\Anti-comments sweep!
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
apache_jena,619693364f7c03c5aa0b61dbe59abac8f52a7ea7,/jena-geosparql/src/test/java/org/apache/jena/geosparql/geof/topological/filter_functions/egenhofer/EhCoveredByFFTest.java,,"
        //System.out.println(""Exp: "" + expResult);
        //System.out.println(""Res: "" + result);
","\- removed commented out System.out messages in Test packages.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
Qi4j_qi4j-sdk,7dc317b37f7720e0d77500b3db039d678c6eb1b5,/libraries/rest/src/test/java/org/qi4j/library/rest/admin/RestTest.java,,"//@Ignore( ""Need to rebuild tests after larger changes to implementation."" )
","\REST Library: fixed tests on IBM JDK
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
MarkehMe_FactionsPlus,90489d00cef6fd7e15265faa68344ce30f7014b6,/src/markehme/factionsplus/config/WYItem.java,,"//		System.out.println(this+"" ""+parent+"" ""+prev);
","\(wip) finally read/write working
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
eclipse-cdt_cdt,b7f7126ca2aca793a16693a1c630a7e22e5212e0,/core/org.eclipse.cdt.core/parser/org/eclipse/cdt/internal/core/dom/parser/cpp/CPPNamespaceScope.java,,"	//private boolean checkForAdditionalBindings = true;
","\IScope.find( name )
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
subutai-io_peer-os,0060ce4178f81096a0eb8192308418a1a9179d2a,/management/server/core/messenger/messenger-impl/src/main/java/org/safehaus/subutai/core/messenger/impl/MessengerDao.java,,"            //                    ( List<MessageEntity> ) messageDataService.getAll();
","\Core refactor
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
apache_cocoon,316c4dcdfcbc25441d39cefe20150e0b44d11b88,/core/cocoon-store/cocoon-store-impl/src/main/java/org/apache/cocoon/components/store/impl/MRUMemoryStore.java,,"        // this.sizeInstrument.setValue( this.mrulist.size() );
","\""Excalibur instrumentation support was removed long time ago from the trunk. So no support for it is necessary."" according to Vadim, so I removed it.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
Jaspersoft_jrs-rest-java-client,7c031a5c1eeaf071507ac19b6eac40bab49c242f,/src/main/java/com/jaspersoft/jasperserver/jaxrs/client/apiadapters/resources/BatchResourcesAdapter.java,,"//    public MultivaluedMap<String, String> getParams() {
//        return params;
//    }

//    public void setParams(MultivaluedMap<String, String> params) {
//        this.params = params;
//    }
","\ Fixed # 167 Add an ability to search for attributes
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
AlmasB_FXGL,07ba591167a9b75ef540ad43093c1e0c2070517a,/fxgl-samples/src/main/java/sandbox/TradeSample.java,,"






            //Text t = getUIFactory().newText(""Money: 1000"", Color.GOLD, 24.0);
            //t.setTranslateX(450);
            //t.setTranslateY(100);


//            var box = new VBox(10, pane, t);
//            box.setPadding(new Insets(15));
//
//            var bg = new Rectangle(400, 550, Color.color(0.1, 0, 0, 0.6));
//            bg.setArcWidth(25);
//            bg.setArcHeight(25);




//            FXGLTextFlow flow = getUIFactory().newTextFlow();
//            flow.append(new KeyView(KeyCode.E, Color.RED)).append("" Sell"", Color.RED, 27.0);
//
//            flow.setTranslateY(460);






","\basic foundation for the trade module;
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
apache_jena,619693364f7c03c5aa0b61dbe59abac8f52a7ea7,/jena-geosparql/src/test/java/org/apache/jena/geosparql/spatial/property_functions/box/WithinBoxGeomPFTest.java,,"
        //System.out.println(""Exp: "" + expResult);
        //System.out.println(""Res: "" + result);
","\- removed commented out System.out messages in Test packages.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
hiddenswitch_Spellsource-Server,5b9ba16922a5b6f2f06a666864fd2a517fc59596,/src/main/java/net/demilich/metastone/MetaStone.java,,"		//scene.getStylesheets().add();
","\Removed 'destroyedWeapon' as it should no longer be needed
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
manoelcampos_cloudsim-plus,2f0f467bd61bef90632220d152e65e1586f7a57a,/cloudsim-plus-testbeds/src/main/java/org/cloudsimplus/sla/tasktimecompletion/CloudletTaskTimeCompletionWorkLoadWithoutMinimizationExperiment.java,,"    //    System.out.println(""\n\t -> Pe cloudlets / PE vm: "" + sumPesVms/sumPesCloudlets);
","\Refactored the SLA metrics package.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
DawnScience_dawn-ui,dfeccbdff4b9de9041483f5e7b9e5f8cb38ec5fc,/org.dawnsci.surfacescatter.ui/src/org/dawnsci/surfacescatter/ui/RegionSetterZoomedView.java,,"//		mainImage.setText(""Main Image"");
","\Load and Save Parameters files
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
gentics_mesh,70c03b8bcd7ff0ebfefa18855b89d13e828c38a6,/rest-client/src/main/java/com/gentics/mesh/rest/client/handler/impl/MeshWebrootResponseHandler.java,,"

		//		MeshResponse<WebRootResponse> future = MeshResponse.create();
		//		handler.getFuture().setHandler(rh -> {
		//			if (rh.failed()) {
		//				future.fail(rh.cause());
		//			} else {
		//				future.complete(new WebRootResponse(rh.result()));
		//			}
		//		});

","\Add etag tests
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
MIT-PAC_droidsafe-src,b0779c6c10b6044466ee9dd9e7f4f688397103dc,/api/java/util/concurrent/locks/AbstractQueuedSynchronizer.java,,"        // ---------- Original Method ----------
        //return unsafe.compareAndSwapInt(this, stateOffset, expect, update);
","\Tagging results 12-Jul-2013 after doppelganger with control flow added back in.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
mifos_head,937c00cad9a9b43b5f6e4cea6267eaaba6057dc5,/mifos/test/org/mifos/framework/persistence/LatestTestAfterCheckpoint.java,,"//		database.execute(""insert into "" +
//			""LOOKUP_VALUE(LOOKUP_ID, ENTITY_ID, LOOKUP_NAME) "" +
//			""VALUES(569,19,' ')"");
//		database.execute(""insert into "" +
//			""LOOKUP_VALUE_LOCALE(LOCALE_ID, LOOKUP_ID, LOOKUP_VALUE) "" +
//			""VALUES(1,569,'Martian')"");

","\Moving the database checkpoint for LatestTestAfterCheckpoint up to revision 174 in order to bypass the lengthy 174 upgrade.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
geometer_FBReader-Android-2,18d838428f7acac341ecae2ab66fc58b6db39b03,/src/org/geometerplus/fbreader/fbreader/CollectionModel.java,,"//	private void build1() {
//		final ArrayList/*<Author>*/ authors = myCollection.authors();
//
//		if (authors.isEmpty()) {
//			createParagraph(null);
//			insertText(FBTextKind.REGULAR, ZLResource.resource(""library"").getResource(""noBooks"").getValue());
//		} else {
//			String currentSeriesName = """";
//			ZLTextTreeParagraph sequenceParagraph;
//			for (int i = 0; i < authors.size(); i++) {
//				Author it = (Author)authors.get(i);
//				final ArrayList/*<BookDescription>*/ books = myCollection.books(it);
//				if (!books.isEmpty()) {
//					currentSeriesName = """";
//					sequenceParagraph = null;
//                    //todo 
//					ZLTextTreeParagraph authorParagraph = createParagraph(null);
//					insertText(FBTextKind.LIBRARY_AUTHOR_ENTRY, it.getDisplayName());
//					//insertImage(AuthorInfoImageId);
//					for (int j = 0; j < books.size(); j++) {
//						BookDescription jt = (BookDescription)books.get(j);
//						final String sequenceName = jt.getSeriesName();
//						if (sequenceName.length() == 0) {
//							currentSeriesName = """";
//							sequenceParagraph = null;
//						} else if (sequenceName != currentSeriesName) {
//							currentSeriesName = sequenceName;
//							sequenceParagraph = createParagraph(authorParagraph);
//							insertText(FBTextKind.LIBRARY_BOOK_ENTRY, sequenceName);
//							//insertImage(SeriesOrderImageId);
//						}
//						ZLTextTreeParagraph bookParagraph = createParagraph(
//							(sequenceParagraph == null) ? authorParagraph : sequenceParagraph
//						);
//						insertText(FBTextKind.LIBRARY_BOOK_ENTRY, jt.getTitle());
//						insertImage(BookInfoImageId);
//						if (myCollection.isBookExternal(jt)) {
//							insertImage(RemoveBookImageId);
//						}
//						myParagraphToBook.put(bookParagraph, jt);
//						myBookToParagraphNumber.put(jt, getParagraphsNumber() - 1);
//					}
//				}
//			}
//		}
//	}

","\cleanup
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
nativelibs4java_JavaCL,d58c824025fa0552987a3df4ef4051ef4bcad82b,/libraries/Runtime/BridJ/src/main/java/com/bridj/TestCPP.java,,"    //        NSAutoReleasePool object = new NSAutoReleasePool();


","\
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
SerNet_verinice,c15aa49af3559b9e9502b6f430c4f9c4bc952eaf,/sernet.gs.ui.rcp.main/src/sernet/gs/ui/rcp/main/bsi/views/BSIModelViewUpdater.java,,"//			updater.refresh(link.getParent());
","\- NEW message dialog on startup about privacy protection - NEW dialog when switching to server-mode that restart is required - FIX configuration version was wrong in skel file - NEW refresh button and action to let user refresh whole model (all views) from DB - FIX whole workspace was created every startup, not just when needed - NEW policy file created to reroute update to local server in server mode - FIX delete link closed editors so that no stale values are displayed - FIX notification for removal of element in DB working - FIX notification: element removal works - FIX notification: tree viewer allows to get cached object by ID for late notifiaction about deleted objects - FIX notification: new method to notify about deleted objects - FIX notification when link is added - FIX new null authentication service for standalone client to prevent null pointer exceptions on lookup of auth service - FIX DAO factory recognizes assignable classes, prevents exceptions when proxies are passed as keys instead of actual objects for DAO lookup
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
subutai-io_peer-os,bd29d2edf3d42cf3a6e0b141ad96e7770dc76ae5,/management/server/core/peer-manager/peer-manager-impl/src/main/java/io/subutai/core/peer/impl/PeerManagerImpl.java,,"        //        return peerDAO.deleteInfo( SOURCE_REMOTE_PEER, p.getId() );
","\minor cleanup
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
triplea-game_triplea,3ce3bf4f9dd72d86bb7c97a477174c0ed5d098cc,/src/games/strategy/triplea/ai/strongAI/StrongAI.java,,"          // weAttacked = true;
        /*
         * This is causing bad results
         * remainingStrengthNeeded += 2.0F;
         * if (weAttacked && remainingStrengthNeeded > 0.0F)
         * {
         * remainingStrengthNeeded -= SUtils.inviteBlitzAttack(false, badTerr, remainingStrengthNeeded, unitsAlreadyMoved, moveUnits,
         * moveRoutes, data, player, true, false);
         * remainingStrengthNeeded -= SUtils.invitePlaneAttack(false, false, badTerr, remainingStrengthNeeded, unitsAlreadyMoved, moveUnits,
         * moveRoutes, data, player);
         * remainingStrengthNeeded -= SUtils.inviteTransports(false, badTerr, remainingStrengthNeeded, unitsAlreadyMoved, moveUnits,
         * moveRoutes, data, player, tFirst, false, seaTerrAttacked);
         * }
         */
","\Remove commented out code from 121 files
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
codefollower_Cassandra-Research,cfbad3e315e3535b1b92ffaf01b5e27c9ef51d28,/src/java/org/apache/cassandra/cql3/statements/AlterTypeStatement.java,,"//<<<<<<< HEAD
//    //重合名类型自身，�? ALTER TYPE type1 RENAME TO type2
//    public static AlterTypeStatement typeRename(UTName name, UTName newName)
//    {
//        return new TypeRename(name, newName);
//    }
//
//=======
//>>>>>>> f314c61f81af7be86c719a9851a49da272bd7963
","\update docs
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
OpenHFT_Chronicle-Wire,f9d099f6239b6fb404e6d37bca80b17f9bd11ce8,/src/test/java/net/openhft/chronicle/wire/WiredFileTest.java,,"//        ClassAliasPool.CLASS_ALIASES.addAlias(MyHeader_1_0.class, ""my-header"");
","\Add a test demonstrating how WiredFile can be used.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
dronekit_dronekit-android,870f95c3ffbd7ba4b2bb85d4c5498e6802ebae65,/Android/src/org/droidplanner/android/maps/providers/google_map/GoogleMapProviderPreferences.java,,"                    // ((DroidPlannerApp) getActivity().getApplication()).drone.notifyMapTypeChanged();
","\completed google map provider preferences implementation. started implementation of open street map provider preferences implementation.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
tinkerpop_blueprints,4819239b9f08bf6e22c1b3062741ff6fd2001739,/blueprints-neo4j-graph/src/main/java/com/tinkerpop/blueprints/pgm/impls/neo4j/Neo4jAutomaticIndex.java,,"        //if (this.getIndexClass().isAssignableFrom(element.getClass()) && (null == this.autoIndexKeys || this.autoIndexKeys.contains(key))) {
","\more optimal automatic index helper. no instanceof check for each modulation.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
kuali_rice,a1a7f06d0d3607f68ceab88e3bb1ff6ee2149349,/kew/src/main/java/edu/iu/uis/eden/routeheader/DocumentRouteHeaderValue.java,,"//      apache lazy list commented out due to not being serializable
//    	ListUtils.lazyList(new ArrayList(),
//            new Factory() {
//		public Object create() {
//			return new ActionRequestFactory().createBlankActionRequest();
//		}
//		});
","\Implemented  Workflow - Multiple Approvals Gap and it's unit test.  Fixed bug in outbox where a person would get an outbox item if they were in a workgroup or role and didn't take action on the document.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
azkaban_azkaban,a1bb98ac2713c163407e2c8bf39aa56c6181b4d2,/azkaban-common/src/main/java/azkaban/project/JdbcProjectLoader.java,,"        // int projectId = rs.getInt(1);
        // int version = rs.getInt(2);
        // long modifiedTime = rs.getLong(4);
","\Issue #264 - Remove commented out code.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
mifos_head,9d440740e1a749484627a617673b26ac93b15121,/application/src/main/java/org/mifos/customers/persistence/CustomerDaoHibernate.java,,"//        Criteria criteria = StaticHibernateUtil.getSessionTL().createCriteria(GroupBO.class);
//        criteria.add(Restrictions.like(""globalCustNum"", globalCustNum));
//        criteria.setFetchMode(""parentCustomer"", FetchMode.JOIN);
//        List results = criteria.list();

//        GroupBO group = null;
//        if (!results.isEmpty()) {
//            group = (GroupBO) results.get(0);
//        }
//
//        return group;

","\continue refactoring of clientCustAction load method into servicefacade pattern (paired with Van). remove methods from older business and persistence classes no longer used.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
matsim-org_matsim,b97b9de96aef2479ab14f15c74644e719b330a7b,/playgrounds/michalm/src/main/java/playground/michalm/vrp/supply/LightweightVRPVehicleAgent.java,,"
        // route.unplanned
        // route.planned
        //
        // route.started => for each request:
        // - request.veh_dispatched
        // - request.started
        // - [request.performed]
        //
        // route.completed

//        if (!status.le(ScheduleStatus.PLANNED)) {
//            ActivityBehavior vrpActivityBehaviour = VRPActivityBehaviour
//                    .createWaitingBeforeStartingRoute(schedule);
//            world.getActivityPlane().startDoing(vrpActivityBehaviour);
//        }
//        else if (status.isStarted()) {
//            Request req = route.getCurrentRequest();
//
//            if (req == null) {
//                if (arrived) {
//                    arrived = false;
//
//                    world.getActivityPlane().startDoing(
//                            VRPActivityBehaviour.createWaitingAfterCompetingRoute(route));
//                }
//                else {
//                    arrived = true;
//
//                    double time = world.getTime();
//
//                    List<Request> reqs = route.getRequests();
//                    Request lastServiced = reqs.get(reqs.size() - 1);
//                    MATSimVertex fromVertex = (MATSimVertex)lastServiced.toVertex;
//
//                    MATSimVertex toVertex = (MATSimVertex)route.vehicle.depot.vertex;
//
//                    world.getRoadNetworkPlane().startDriving(
//                            VRPDrivingBehaviour.createDrivingAlongArc(fromVertex, toVertex,
//                                    shortestPaths, time, route));
//                }
//            }
//            else if (req.status == ReqStatus.VEHICLE_DISPATCHED) {
//
//                // if (req.arrivalTime < time) {// TODO this may be ERROR-PRONE!!!
//                // // XXX the moment of arrival is be very changeable!
//                if (arrived) {
//                    arrived = false;
//                    world.getActivityPlane().startDoing(
//                            VRPActivityBehaviour.createWaitingBeforeServicingRequest(req));
//                }
//                else {
//                    arrived = true;
//
//                    double time = world.getTime();
//
//                    MATSimVertex fromVertex = null;
//
//                    int currReqIdx = route.getCurrentReqIdx();
//
//                    if (currReqIdx == 0) {
//                        fromVertex = (MATSimVertex)vrpVehicle.depot.getVertex();
//                    }
//                    else {
//                        fromVertex = (MATSimVertex)route.getRequests().get(currReqIdx - 1).toVertex;
//                    }
//
//                    world.getRoadNetworkPlane().startDriving(
//                            VRPDrivingBehaviour.createDrivingAlongArc(fromVertex,
//                                    (MATSimVertex)req.fromVertex, shortestPaths, time, route));
//                }
//            }
//            else if (req.status == ReqStatus.STARTED) {
//                world.getActivityPlane().startDoing(
//                        VRPActivityBehaviour.createServicingRequest(req));
//            }
//            else {// request is PERFORMED
//                world.getActivityPlane().startDoing(
//                        VRPActivityBehaviour.createWaitingAfterServicingRequest(req));
//            }
//        }
//        else { // route.isCompleted()
//            world.done();
//        }
","\on-line taxi (the very beta version)
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
CogComp_cogcomp-nlp,38d4455fc3b8091ca14633c93fbbb1aa869a5efe,/src/main/java/edu/illinois/cs/cogcomp/quant/driver/Quantifier.java,,"//			System.out.println(""Sentence : ""+taQuant.getSentence(i));
","\Documentation, scripts added
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
MIT-PAC_droidsafe-src,b0779c6c10b6044466ee9dd9e7f4f688397103dc,/api/gov/nist/core/LexerCore.java,,"        // ---------- Original Method ----------
        //return new ParseException(this.buffer, this.ptr);
","\Tagging results 12-Jul-2013 after doppelganger with control flow added back in.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
TheCoder4eu_BootsFaces-OSP,bb4742f7f3bd7c17a1101c107cc72be137010c17,/src/main/java/net/bootsfaces/listeners/AddResourcesListener.java,,"				// String lib1 = (String) o1.getAttributes().get(""name"");
				// String lib2 = (String) o2.getAttributes().get(""name"");
","\refactored AddResourcesListener
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
Talend_tdi-studio-se,fcc214c66736455db9011b359282097021f0de50,/main/plugins/org.talend.designer.core/src/main/java/org/talend/designer/core/ui/editor/process/Process.java,,"        // getScreenshots().clear(); // once be saved, set the screenshot to null to free memory
        // getScreenshots().remove(PROCESS_SCREENSHOT_KEY);
","\Rename *-feature and *_feature to *.feature
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
BowlerHatLLC_feathers-sdk,4e858a6a3d171591c5c444533b6eb0c0af178fd1,/modules/thirdparty/batik/sources/org/apache/flex/forks/batik/dom/svg/SVGOMPathElement.java,,"        //throw new RuntimeException("" !!! createSVGPathSegLinetoVerticalRel()"");
","\Work on FLEX-33110 - Adding support for Java7.  Upgrade batik using source from http://archive.apache.org/dist/xmlgraphics/batik/batik-src-1.7.zip, fork it, and reintegrate the Flex specific changes to add support for DPI, DPMC, NAMESPACE_QUALIFIED and NAMESPACE.  org.w3c.css.sac.LexicalUnit which we modify has been moved out of batik and into xml-apis-ext.jar so we can no longer fork this.  For now, will continue to include a modified copy of this class in our batik-all-flex.jar which has to be on the classpath before xml-apis-ext.jar.  I believe several pieces of the jar and the source tree can be trimmed out if someone is motivated to do this.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
apache_ofbiz,d08bcc8029ac2bd3b107b8627efff7685e7c6280,/applications/order/src/main/java/org/apache/ofbiz/order/shoppingcart/product/ProductPromoWorker.java,,"        // Debug.logInfo(""Promo ["" + productPromoId + ""] use limit after per customer check: "" + candidateUseLimit, module);

","\Applied patch from jira issue - OFBIZ-7854 - Clean up commented out code in Java source for Order. Thanks Harsh for the contribution.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
mifos_head,e880385e15e702d1dbf4430b88aa3e10b05fde0b,/application/src/test/java/org/mifos/customers/CustomerAccountCreationTest.java,,"//        LocalDate firstCenterDate = new LocalDate(centerSchedules.get(0).getActionDate());
","\MIFOS-4964: ensure that first schedule of customer schedules is created correctly, that schedules of customer hierarchy are correctly synched together and that loan schedules are unaffected by changes
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
salesforce-marketingcloud_FuelSDK-Java,4d23f463e0bb04d1733e7f2a2277f85a7dc1cee2,/src/main/java/com/exacttarget/fuelsdk/model/ETDataExtension.java,,"//	private DataExtensionField sendableDataExtensionField;
//	private Attribute sendableSubscriberField;
//	private DataExtensionTemplate template;

","\Cleanup and Support for Batch Post, Patch & Delete
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
DirtyUnicorns_android_frameworks_base,03ca216ac19ea4e7afcb183c20c7c780f0d97756,/location/java/android/location/Criteria.java,,"//    /**
//     * Indicates the preferred response time of the provider, in milliseconds.
//     */
//    public void setPreferredResponseTime(int time) {
//        mPreferredResponseTime = time;
//    }
//
//    /**
//     * Returns the preferred response time of the provider, in milliseconds.
//     */
//    public int getPreferredResponseTime() {
//        return mPreferredResponseTime;
//    }

","\New Location Manager APIs for Criteria based requests and single shot mode.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
zanata_zanata-platform,808c9daa6e7c77aa8af3902538ad1b792b7db9b9,/zanata-client-commands/src/main/java/org/zanata/client/commands/push/PushCommand.java,,"         // if (opts.getValidate())
         // {
         // JaxbUtil.validateXml(srcDoc, jc);
         // }
","\Refactor Maven config params and Push/PullCommands
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
SmartBear_soapui,5741adea055cad7ff199c0ccd7cc3eeffa7dc76f,/soapui/src/main/java/com/eviware/soapui/monitor/JettyMockEngine.java,,"								// log.debug( wsdlMockRunner.getMockService().getName()
								// + "" was unable to dispatch mock request "",
								// e );

","\SOAP-1796 Fixed concurrency issue and some code cleanup
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
wolpi_prim-ftpd,66d978f0f827bb287e79af4cdc5d70d11be7f039,/primitiveFTPd/src/org/primftpd/services/FtpServerService.java,,"    	// XXX SSL
    	// ssl listener
//    	KeyStore keyStore = KeyStoreUtil.loadKeyStore(getResources());
//    	if (keyStore != null) {
//	    	SslConfiguration sslConfig = KeyStoreUtil.createSslConfiguration(keyStore);
//	    	if (sslConfig != null) {
//		    	ListenerFactory sslListenerFactory = new ListenerFactory();
//		    	sslListenerFactory.setPort(prefsBean.getSslPort());
//		    	sslListenerFactory.setImplicitSsl(true);
//		    	sslListenerFactory.setSslConfiguration(sslConfig);
//		    	serverFactory.addListener(""ssl"", sslListenerFactory.createListener());
//	    	}
//    	}

","\Implemented certificate generation. Updated display of fingerprints and other certificate info, providing icon to re-generate certificate. Using own cert in SshServer, removed comments from FtpServer, updated texts.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
apache_fop,a5a563208c5afef691fd76082e726f1defff261d,/src/org/apache/fop/layoutmgr/LineLayoutManager.java,,"        //int iStartPos = 0;
","\set user agent on layout managers for values and logging improved break handling so that it breaks before overflow
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
overturetool_overture,def7916dae89919def7e7a32fc019f4265baa7ea,/core/vdmjtypecheckertest/src/test/java/org/overture/vdmj/typechecker/tests/external/ExternalTestSettings.java,,"//	public static final String basePath = ""C:\\Users\\kela\\Documents\\desktop\\CSKTests\\cskjunit\\"";
","\corrected path for build server
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
mulesoft-labs_raml-for-jax-rs,77f63b54e03793483fb89607724e6064a67fb429,/raml-to-jaxrs/jaxrs-code-generator/src/main/java/org/raml/jaxrs/generator/builders/resources/ResourceBuilder.java,,"      /*
       * if (TypeUtils.isComposite(typeDeclaration)) { throw new GenerationException(""query parameter is composite: "" +
       * typeDeclaration); }
       */
","\raml-for-jax-rs-289 - Headers support (#289)
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
MIT-PAC_droidsafe-src,c496f8132af1756ab1a0375f5ef85c20c47a8a8d,/auto-api/android/content/Intent.java,,"        // ---------- Original Method ----------
        //mComponent = new ComponentName(packageContext, cls);
","\Updates to DSModeled tags.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
overturetool_overture,560227878beaa29131742ffd603435bfad5931e6,/core/interpreter/src/main/java/org/overture/interpreter/utilities/statement/StatementExpressionFinder.java,,"		//return ACallStmAssistantInterpreter.findExpression(stm, lineno);
","\comments clean up.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
codefollower_H2-Research,89f98a291e2ed7747bc787a97b9166ab6f40a437,/test/my/test/command/ddl/AlterTableAddConstraintTest.java,,"		//		sql = ""ALTER TABLE mytable ADD CONSTRAINT IF NOT EXISTS c5 COMMENT IS 'haha5' FOREIGN KEY(f1) REFERENCES(f2)"";
","\约束实现分析
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
guardianproject_ChatSecureAndroid,675904a5d191997ad0c4f9eb3033b4ead4af674f,/src/info/guardianproject/otr/app/im/app/NewChatActivity.java,,"               // SessionStatus sessionStatus = SessionStatus.values()[otrChatSession.getChatStatus()];
","\make sure chats open properly even if offline
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
opencit_opencit,b7236af8d214d1a6048cc254f00c2b32e01d956d,/services/mtwilson-attestation/src/main/java/com/intel/mtwilson/as/business/HostBO.java,,"//                                hostReport.aik = null; // TODO should be what we get above if it's available
//                                TrustPolicy hostSpecificTrustPolicy = hostTrustPolicyFactory.createHostSpecificTrustPolicy(hostReport, biosMleId, vmmMleId); // XXX TODO add the bios mle and vmm mle information to HostReport ?? only if they are needed by some policies...
","\Removed Comments TODO, INSECURE, LEGAL, XXX (warning) from code
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
grzegorznittner_chanu,771c822361cb9cd4fc8de5b2cb32c0700468131a,/app/src/com/chanapps/four/activity/PostReplyActivity.java,,"            // previewFrame.setVisibility(View.VISIBLE);
","\clean up formatting
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
beast-dev_beast-mcmc,bb2b82cb71033213b78675ad50718d52b0b59c0b,/src/dr/app/bss/TaxaPanel.java,,"//	private double[] heights = null;

","\disable taxa panel when second analysis selected
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
hortonworks_cloudbreak,fc9591e5871cb7bf40e1ab7a23b6839504733c92,/src/main/java/com/sequenceiq/cloudbreak/conf/UserInitializer.java,,"            // AzureCredential azureCredential = new AzureCredential();
            // azureCredential.setSubscriptionId(""1234-45567-123213-12312"");
            // azureCredential.setJks(""test123"");
            // azureCredential.setAzureCredentialOwner(user2);
            // azureCredential.setBlueprintName(""azure_credential"");

            // user2.getAzureCredentials().add(azureCredential);
","\CLOUD-18 removed commented out code blocks
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
reds-heig_logisim-evolution,e239a6fbbf14f9fcf29de314ac33766ca998442b,/src/com/cburch/logisim/std/memory/AbstractFlipFlopHDLGeneratorFactory.java,,"// The gated clock detection is now done during DRC
//			if (Netlist.IsFlipFlop(attrs))
//				Reporter.AddWarning(""Found a gated clock for component \""""
//						+ ComponentName() + ""\"" in circuit \""""
//						+ Nets.getCircuitName() + ""\"""");
","\Code cleanup: Removed Settings class as it is no longer needed.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
MIT-PAC_droidsafe-src,b0779c6c10b6044466ee9dd9e7f4f688397103dc,/api/android/widget/Spinner.java,,"            // ---------- Original Method ----------
            //return getDropDownView(position, convertView, parent);
","\Tagging results 12-Jul-2013 after doppelganger with control flow added back in.
",removing commented code ,Deleting obsolete comment & under development: commented code,\,,
